STATIONID,Latitude,Longitude,LAKEID,County,Lake,Station,Study,water type
Sem-Searcy-2,28.7059,-81.3559,Sem-Searcy,Seminole,Searcy,2,LW,Lake
Sem-Searcy-3,28.7062,-81.3548,Sem-Searcy,Seminole,Searcy,3,LW,Lake
Sem-Secret-1,28.6735,-81.3278,Sem-Secret,Seminole,Secret,1,LW,Lake
Sem-Secret-2,28.6743,-81.3281,Sem-Secret,Seminole,Secret,2,LW,Lake
Sem-Secret-3,28.6737,-81.3291,Sem-Secret,Seminole,Secret,3,LW,Lake
Sem-Seminary-1,28.6437,-81.3601,Sem-Seminary,Seminole,Seminary,1,LW,Lake
Sem-Seminary-2,28.642,-81.3603,Sem-Seminary,Seminole,Seminary,2,LW,Lake
Sem-Seminary-3,28.6406,-81.36,Sem-Seminary,Seminole,Seminary,3,LW,Lake
Sem-Shadow-1,28.7057,-81.4259,Sem-Shadow,Seminole,Shadow,1,LW,Lake
Sem-Shadow-2,28.7054,-81.4287,Sem-Shadow,Seminole,Shadow,2,LW,Lake
Sem-Silver-1,28.7635,-81.2524,Sem-Silver,Seminole,Silver,1,LW,Lake
Sem-Silver-2,28.7648,-81.2513,Sem-Silver,Seminole,Silver,2,LW,Lake
Sem-Silver-3,28.7655,-81.2502,Sem-Silver,Seminole,Silver,3,LW,Lake
Sem-Spring-1,28.6483,-81.3939,Sem-Spring,Seminole,Spring,1,LW,Lake
Sem-Spring-2,28.6503,-81.3959,Sem-Spring,Seminole,Spring,2,LW,Lake
Sem-Spring-3,28.6522,-81.3984,Sem-Spring,Seminole,Spring,3,LW,Lake
Sem-Springwood-1,28.6434,-81.3923,Sem-Springwood,Seminole,Springwood,1,LW,Lake
Sem-Springwood-2,28.6424,-81.3926,Sem-Springwood,Seminole,Springwood,2,LW,Lake
Sem-Springwood-3,28.6426,-81.3915,Sem-Springwood,Seminole,Springwood,3,LW,Lake
Sem-SprwodWy-1,28.6448,-81.3938,Sem-SprwodWy,Seminole,Springwood Waterway,1,LW,Lake
Sem-SprwodWy-2,28.6428,-81.3954,Sem-SprwodWy,Seminole,Springwood Waterway,2,LW,Lake
Sem-SprwodWy-3,28.641,-81.3929,Sem-SprwodWy,Seminole,Springwood Waterway,3,LW,Lake
Sem-St-River-1,28.7112,-81.0423,Sem-St-River,Seminole,St. John's River-1,1,LW,River/Stream
Sem-St-River-2,28.7126,-81.0344,Sem-St-River,Seminole,St. John's River-2,1,LW,River/Stream
Sem-St-River-3,28.714,-81.0341,Sem-St-River,Seminole,St. John's River-3,1,LW,River/Stream
Sem-SweetwaBay-1,28.71,-81.4364,Sem-SweetwaBay,Seminole,Sweetwater Bay,1,LW,Lake
Sem-SweetwaBay-2,28.7093,-81.4361,Sem-SweetwaBay,Seminole,Sweetwater Bay,2,LW,Lake
Sem-SweetwaCo-1,28.7075,-81.4374,Sem-SweetwaCo,Seminole,Sweetwater Cove,1,LW,Lake
Sem-SweetwaCo-2,28.7092,-81.4384,Sem-SweetwaCo,Seminole,Sweetwater Cove,2,LW,Lake
Sem-SweetwaCo-3,28.7109,-81.4395,Sem-SweetwaCo,Seminole,Sweetwater Cove,3,LW,Lake
Sem-Sylvan-1,28.8015,-81.3812,Sem-Sylvan,Seminole,Sylvan,1,LW,Lake
Sem-Sylvan-2,28.8084,-81.3809,Sem-Sylvan,Seminole,Sylvan,2,LW,Lake
Sem-Sylvan-3,28.8064,-81.385,Sem-Sylvan,Seminole,Sylvan,3,LW,Lake
Sem-ThistlewoodPd-1,28.7018,-81.4386,Sem-ThistlewoodPd,Seminole,Thistlewood Pond,1,LW,Lake
Sem-ThistlewoodPd-2,28.7016,-81.4385,Sem-ThistlewoodPd,Seminole,Thistlewood Pond,2,LW,Lake
Sem-Tony-1,28.6731,-81.2887,Sem-Tony,Seminole,Tony,1,LW,Lake
Sem-Tony-2,28.6723,-81.2897,Sem-Tony,Seminole,Tony,2,LW,Lake
Sem-Tony-3,28.6716,-81.2905,Sem-Tony,Seminole,Tony,3,LW,Lake
Sem-TripletM-1,28.6715,-81.3272,Sem-TripletM,Seminole,Triplet Middle,1,LW,Lake
Sem-TripletM-2,28.6695,-81.3285,Sem-TripletM,Seminole,Triplet Middle,2,LW,Lake
Sem-TripletM-3,28.6681,-81.3259,Sem-TripletM,Seminole,Triplet Middle,3,LW,Lake
Sem-TripletN-1,28.6749,-81.3241,Sem-TripletN,Seminole,Triplet North,1,LW,Lake
Sem-TripletN-2,28.6735,-81.3238,Sem-TripletN,Seminole,Triplet North,2,LW,Lake
Sem-TripletN-3,28.6746,-81.3253,Sem-TripletN,Seminole,Triplet North,3,LW,Lake
Sem-TripletS-1,28.6663,-81.3249,Sem-TripletS,Seminole,Triplet South,1,LW,Lake
Sem-TripletS-2,28.6644,-81.3271,Sem-TripletS,Seminole,Triplet South,2,LW,Lake
Sem-TripletS-3,28.6652,-81.3281,Sem-TripletS,Seminole,Triplet South,3,LW,Lake
Sem-Twin-1,28.7079,-81.3702,Sem-Twin,Seminole,Twin,1,LW,Lake
Sem-Twin-2,28.7074,-81.3696,Sem-Twin,Seminole,Twin,2,LW,Lake
Sem-Twin-3,28.7071,-81.3686,Sem-Twin,Seminole,Twin,3,LW,Lake
Sem-TwinEast-1,28.7919,-81.3333,Sem-TwinEast,Seminole,Twin East,1,LW,Lake
Sem-TwinEast-2,28.7902,-81.3347,Sem-TwinEast,Seminole,Twin East,2,LW,Lake
Sem-TwinEast-3,28.7895,-81.3362,Sem-TwinEast,Seminole,Twin East,3,LW,Lake
Sem-Wekiva-1,28.6856,-81.4561,Sem-Wekiva,Seminole,Wekiva,1,LW,Lake
Sem-Wekiva-2,28.6835,-81.4558,Sem-Wekiva,Seminole,Wekiva,2,LW,Lake
Sem-Wekiva-3,28.683,-81.4568,Sem-Wekiva,Seminole,Wekiva,3,LW,Lake
Sem-We-Lower-1,28.8316,-81.4101,Sem-We-Lower,Seminole,Wekiva River Lower-1,1,LW,River/Stream
Sem-We-Lower-2,28.8316,-81.41,Sem-We-Lower,Seminole,Wekiva River Lower-2,1,LW,River/Stream
Sem-We-Lower-3,28.8319,-81.4097,Sem-We-Lower,Seminole,Wekiva River Lower-3,1,LW,River/Stream
Sem-We-River-1,28.7158,-81.4404,Sem-We-River,Seminole,Wekiva River-1,1,LW,River/Stream
Sem-We-River-2,28.7223,-81.4347,Sem-We-River,Seminole,Wekiva River-2,1,LW,River/Stream
Sem-We-River-3,28.7268,-81.4312,Sem-We-River,Seminole,Wekiva River-3,1,LW,River/Stream
Sem-West-1,28.7093,-81.353,Sem-West,Seminole,West,1,LW,Lake
Sem-West-2,28.7108,-81.353,Sem-West,Seminole,West,2,LW,Lake
Sem-West-3,28.7098,-81.3548,Sem-West,Seminole,West,3,LW,Lake
Sem-WestCrys-1,28.7616,-81.3272,Sem-WestCrys,Seminole,West Crystal,1,LW,Lake
Sem-WestCrys-2,28.7601,-81.3315,Sem-WestCrys,Seminole,West Crystal,2,LW,Lake
Sem-WestCrys-3,28.7632,-81.3317,Sem-WestCrys,Seminole,West Crystal,3,LW,Lake
Sem-WPearl-1,28.6631,-81.4297,Sem-WPearl,Seminole,West Pearl,1,LW,Lake
Sem-WPearl-2,28.6625,-81.4292,Sem-WPearl,Seminole,West Pearl,2,LW,Lake
Sem-WPearl-3,28.6619,-81.4286,Sem-WPearl,Seminole,West Pearl,3,LW,Lake
Sem-Wildmere-1,28.6963,-81.3363,Sem-Wildmere,Seminole,Wildmere,1,LW,Lake
Sem-Wildmere-2,28.6953,-81.3351,Sem-Wildmere,Seminole,Wildmere,2,LW,Lake
Sem-Wildmere-3,28.6938,-81.3335,Sem-Wildmere,Seminole,Wildmere,3,LW,Lake
Sem-Wildwood-1,28.7522,-81.2809,Sem-Wildwood,Seminole,Wildwood,1,LW,Lake
Sem-Wildwood-2,28.7519,-81.2812,Sem-Wildwood,Seminole,Wildwood,2,LW,Lake
Sem-Wildwood-3,28.7516,-81.2812,Sem-Wildwood,Seminole,Wildwood,3,LW,Lake
Sem-Willa-1,28.6786,-81.2239,Sem-Willa,Seminole,Willa,1,LW,Lake
Sem-Willa-2,28.6788,-81.2231,Sem-Willa,Seminole,Willa,2,LW,Lake
Sem-Willa-3,28.6786,-81.2239,Sem-Willa,Seminole,Willa,3,LW,Lake
Sem-Woodlake-1,28.6421,-81.3848,Sem-Woodlake,Seminole,Woodlake,1,LW,Lake
Sem-Woodlake-2,28.6415,-81.3849,Sem-Woodlake,Seminole,Woodlake,2,LW,Lake
Sem-Woods-1,28.6469,-81.3487,Sem-Woods,Seminole,Woods,1,LW,Lake
Sem-Woods-2,28.6437,-81.348,Sem-Woods,Seminole,Woods,2,LW,Lake
Sem-Woods-3,28.6418,-81.3484,Sem-Woods,Seminole,Woods,3,LW,Lake
Sem-Yvonne-1,28.6735,-81.4336,Sem-Yvonne,Seminole,Yvonne,1,LW,Lake
Sem-Yvonne-2,28.6732,-81.4338,Sem-Yvonne,Seminole,Yvonne,2,LW,Lake
Sem-Yvonne-3,28.673,-81.4339,Sem-Yvonne,Seminole,Yvonne,3,LW,Lake
Sem-Yvonne2-1,28.67,-81.3159,Sem-Yvonne2,Seminole,Yvonne-2,1,LW,Lake
Sem-Yvonne2-2,28.6707,-81.3154,Sem-Yvonne2,Seminole,Yvonne-2,2,LW,Lake
Sem-Yvonne2-3,28.6711,-81.3142,Sem-Yvonne2,Seminole,Yvonne-2,3,LW,Lake
St -Beluthaha-1,30.0844,-81.6275,St -Beluthaha,St John's,Beluthahatchee,1,LW,Lake
St -Beluthaha-2,30.0878,-81.6286,St -Beluthaha,St John's,Beluthahatchee,2,LW,Lake
St -Beluthaha-3,30.09,-81.6283,St -Beluthaha,St John's,Beluthahatchee,3,LW,Lake
St -MillCrk1-1,30.0923,-81.6317,St -MillCrk1,St John's,Mill Creek-1,1,LW,River/Stream
St -MillCrk2-1,30.0944,-81.6347,St -MillCrk2,St John's,Mill Creek-2,1,LW,River/Stream
St -MillCrk3-1,30.0957,-81.6357,St -MillCrk3,St John's,Mill Creek-3,1,LW,River/Stream
St-Ann-1,27.5348,-80.4035,St-Ann,St Lucie,Ann,1,LW,Lake
St-Ann-2,27.5348,-80.4046,St-Ann,St Lucie,Ann,2,LW,Lake
St-Ann-3,27.5332,-80.4035,St-Ann,St Lucie,Ann,3,LW,Lake
St-BelAir-1,27.5316,-80.3949,St-BelAir,St Lucie,Bel Air,1,LW,Lake
St-BelAir-2,27.5315,-80.3964,St-BelAir,St Lucie,Bel Air,2,LW,Lake
St-BelAir-3,27.5316,-80.3976,St-BelAir,St Lucie,Bel Air,3,LW,Lake
St-David-1,27.5559,-80.3966,St-David,St Lucie,David,1,LW,Lake
St-David-2,27.5559,-80.3969,St-David,St Lucie,David,2,LW,Lake
St-David-3,27.5559,-80.3974,St-David,St Lucie,David,3,LW,Lake
St-DeWitt-1,27.555,-80.4073,St-DeWitt,St Lucie,De Witt,1,LW,Lake
St-DeWitt-2,27.555,-80.4085,St-DeWitt,St Lucie,De Witt,2,LW,Lake
St-DeWitt-3,27.555,-80.4095,St-DeWitt,St Lucie,De Witt,3,LW,Lake
St-Deborah-1,27.5452,-80.4038,St-Deborah,St Lucie,Deborah,1,LW,Lake
St-Deborah-2,27.5456,-80.4038,St-Deborah,St Lucie,Deborah,2,LW,Lake
St-Deborah-3,27.546,-80.4038,St-Deborah,St Lucie,Deborah,3,LW,Lake
St-Dolores-1,27.5373,-80.4009,St-Dolores,St Lucie,Dolores,1,LW,Lake
St-Dolores-2,27.5363,-80.4013,St-Dolores,St Lucie,Dolores,2,LW,Lake
St-Dolores-3,27.5374,-80.4015,St-Dolores,St Lucie,Dolores,3,LW,Lake
St-Harriet-1,27.5439,-80.3935,St-Harriet,St Lucie,Harriet,1,LW,Lake
St-Harriet-2,27.5439,-80.3931,St-Harriet,St Lucie,Harriet,2,LW,Lake
St-Harriet-3,27.5439,-80.3928,St-Harriet,St Lucie,Harriet,3,LW,Lake
St-Jean-1,27.541,-80.391,St-Jean,St Lucie,Jean,1,LW,Lake
St-Jean-2,27.5422,-80.3923,St-Jean,St Lucie,Jean,2,LW,Lake
St-Jean-3,27.5422,-80.3909,St-Jean,St Lucie,Jean,3,LW,Lake
St-Jeffrey-1,27.5485,-80.3947,St-Jeffrey,St Lucie,Jeffrey,1,LW,Lake
St-Jeffrey-2,27.5485,-80.395,St-Jeffrey,St Lucie,Jeffrey,2,LW,Lake
St-Jeffrey-3,27.5485,-80.3954,St-Jeffrey,St Lucie,Jeffrey,3,LW,Lake
St-Karen-1,27.5547,-80.3909,St-Karen,St Lucie,Karen,1,LW,Lake
St-Karen-2,27.5552,-80.3909,St-Karen,St Lucie,Karen,2,LW,Lake
St-Karen-3,27.5557,-80.3907,St-Karen,St Lucie,Karen,3,LW,Lake
St-KarlsP-1,27.2622,-80.3654,St-KarlsP,St Lucie,Karl's Pond,1,LW,Lake
St-KarlsP-2,27.2622,-80.3654,St-KarlsP,St Lucie,Karl's Pond,2,LW,Lake
St-KarlsP-3,27.2622,-80.3655,St-KarlsP,St Lucie,Karl's Pond,3,LW,Lake
St-Laguna-1,27.5482,-80.4071,St-Laguna,St Lucie,Laguna,1,LW,Lake
St-Laguna-2,27.549,-80.4072,St-Laguna,St Lucie,Laguna,2,LW,Lake
St-Laguna-3,27.5497,-80.4074,St-Laguna,St Lucie,Laguna,3,LW,Lake
St-Margaret-1,27.5495,-80.4055,St-Margaret,St Lucie,Margaret,1,LW,Lake
St-Margaret-2,27.5494,-80.4051,St-Margaret,St Lucie,Margaret,2,LW,Lake
St-Margaret-3,27.5494,-80.4047,St-Margaret,St Lucie,Margaret,3,LW,Lake
St-Mile-1,27.217,-80.3015,St-Mile,St Lucie,Mile,1,LW,Lake
St-Mile-2,27.2202,-80.3032,St-Mile,St Lucie,Mile,2,LW,Lake
St-Mile-3,27.2226,-80.3065,St-Mile,St Lucie,Mile,3,LW,Lake
St-Patricia-1,27.539,-80.3936,St-Patricia,St Lucie,Patricia,1,LW,Lake
St-Phillip-1,27.5232,-80.4006,St-Phillip,St Lucie,Phillip,1,LW,Lake
St-Phillip-2,27.5228,-80.4008,St-Phillip,St Lucie,Phillip,2,LW,Lake
St-Phillip-3,27.5224,-80.4006,St-Phillip,St Lucie,Phillip,3,LW,Lake
St-Phyllis-1,27.5407,-80.3999,St-Phyllis,St Lucie,Phyllis,1,LW,Lake
St-Phyllis-2,27.5407,-80.4003,St-Phyllis,St Lucie,Phyllis,2,LW,Lake
St-Phyllis-3,27.5407,-80.4007,St-Phyllis,St Lucie,Phyllis,3,LW,Lake
St-PSLBG-1,27.2699,-80.3184,St-PSLBG,St Lucie,PSL Botanical Gardens,1,LW,Lake
St-PSLBG-2,27.2698,-80.3189,St-PSLBG,St Lucie,PSL Botanical Gardens,2,LW,Lake
St-PSLBG-3,27.2693,-80.3193,St-PSLBG,St Lucie,PSL Botanical Gardens,3,LW,Lake
St-Rose-1,27.5515,-80.407,St-Rose,St Lucie,Rose,1,LW,Lake
St-Rose-2,27.5513,-80.4073,St-Rose,St Lucie,Rose,2,LW,Lake
St-Rose-3,27.5511,-80.4077,St-Rose,St Lucie,Rose,3,LW,Lake
St-Ruce-1,27.5336,-80.395,St-Ruce,St Lucie,Ruce,1,LW,Lake
St-Ruce-2,27.5342,-80.3949,St-Ruce,St Lucie,Ruce,2,LW,Lake
St-Ruce-3,27.5349,-80.3949,St-Ruce,St Lucie,Ruce,3,LW,Lake
St-Sands-1,27.4924,-80.3023,St-Sands,St Lucie,Sands,1,LW,Lake
St-Sands-2,27.493,-80.3029,St-Sands,St Lucie,Sands,2,LW,Lake
St-Sands-3,27.4913,-80.3032,St-Sands,St Lucie,Sands,3,LW,Lake
St-Sands-4,27.4931,-80.302,St-Sands,St Lucie,Sands,4,LW,Lake
St-Savanna-1,27.3067,-80.2713,St-Savanna,St Lucie,Savanna,1,LW,Lake
St-Savanna-2,27.3052,-80.2673,St-Savanna,St Lucie,Savanna,2,LW,Lake
St-Savanna-3,27.3027,-80.2657,St-Savanna,St Lucie,Savanna,3,LW,Lake
St-SavannaI-1,27.5288,-80.3641,St-SavannaI,St Lucie,Savanna-Indrio,1,LW,Lake
St-SavannaI-2,27.5312,-80.3643,St-SavannaI,St Lucie,Savanna-Indrio,2,LW,Lake
St-SavannaI-3,27.5334,-80.3648,St-SavannaI,St Lucie,Savanna-Indrio,3,LW,Lake
St-SavannaM-1,27.3882,-80.3091,St-SavannaM,St Lucie,Savanna-Midway,1,LW,Lake
St-SavannaM-2,27.392,-80.31,St-SavannaM,St Lucie,Savanna-Midway,2,LW,Lake
St-SavannaM-3,27.389,-80.3088,St-SavannaM,St Lucie,Savanna-Midway,3,LW,Lake
St-Sharon-1,27.5462,-80.4051,St-Sharon,St Lucie,Sharon,1,LW,Lake
St-Sharon-2,27.5456,-80.4052,St-Sharon,St Lucie,Sharon,2,LW,Lake
St-Sharon-3,27.5456,-80.4057,St-Sharon,St Lucie,Sharon,3,LW,Lake
St-Tozour-1,27.5248,-80.3601,St-Tozour,St Lucie,Tozour,1,LW,Lake
St-Tozour-2,27.5254,-80.3613,St-Tozour,St Lucie,Tozour,2,LW,Lake
St-Tozour-3,27.5257,-80.3604,St-Tozour,St Lucie,Tozour,3,LW,Lake
Sum-BigGant-1,28.5782,-82.0852,Sum-BigGant,Sumter,Big Gant,1,LW,Lake
Sum-BigGant-2,28.576,-82.0843,Sum-BigGant,Sumter,Big Gant,2,LW,Lake
Sum-BigGant-3,28.5742,-82.0826,Sum-BigGant,Sumter,Big Gant,3,LW,Lake
Sum-Deaton-1,28.8331,-81.9883,Sum-Deaton,Sumter,Deaton,1,LW,Lake
Sum-Deaton-2,28.8332,-81.9829,Sum-Deaton,Sumter,Deaton,2,LW,Lake
Sum-Deaton-3,28.8354,-81.9793,Sum-Deaton,Sumter,Deaton,3,LW,Lake
Sum-Gum-Spr-1,28.9587,-82.2315,Sum-Gum-Spr,Sumter,Gum Springs,1,LW,Spring Run
Sum-Gum-Spr-2,28.9588,-82.2316,Sum-Gum-Spr,Sumter,Gum Springs,2,LW,Spring Run
Sum-Gum-Spr-3,28.9588,-82.2315,Sum-Gum-Spr,Sumter,Gum Springs,3,LW,Spring Run
Sumter-Miona-1,28.9044,-81.9961,Sumter-Miona,Sumter,Miona,1,LW,Lake
Sumter-Miona-2,28.903,-82.0041,Sumter-Miona,Sumter,Miona,2,LW,Lake
Sumter-Miona-3,28.9044,-81.9961,Sumter-Miona,Sumter,Miona,3,LW,Lake
Sum-Okahumpka-1,28.8292,-82.0076,Sum-Okahumpka,Sumter,Okahumpka,1,LW,Lake
Sum-Okahumpka-2,28.8253,-82.0014,Sum-Okahumpka,Sumter,Okahumpka,2,LW,Lake
Sum-Okahumpka-3,28.8218,-82.0043,Sum-Okahumpka,Sumter,Okahumpka,3,LW,Lake
Sum-Panasoffk-1,28.7786,-82.1113,Sum-Panasoffk,Sumter,Panasoffkee,1,LW,Lake
Sum-Panasoffk-2,28.7991,-82.1185,Sum-Panasoffk,Sumter,Panasoffkee,2,LW,Lake
Sum-Panasoffk-3,28.8205,-82.1371,Sum-Panasoffk,Sumter,Panasoffkee,3,LW,Lake
Sum-PanasoffkR-1-1,28.7998,-82.1533,Sum-PanasoffkR-1,Sumter,Panasoffkee River-1,1,LW,River/Stream
Sum-PanasoffkR-2-1,28.7984,-82.1609,Sum-PanasoffkR-2,Sumter,Panasoffkee River-2,1,LW,River/Stream
Sum-PanasoffkR-3-1,28.7983,-82.1686,Sum-PanasoffkR-3,Sumter,Panasoffkee River-3,1,LW,River/Stream
Sum-Silver-1,28.5726,-82.2101,Sum-Silver,Sumter,Silver,1,LW,Lake
Sum-Silver-2,28.5752,-82.2134,Sum-Silver,Sumter,Silver,2,LW,Lake
Sum-Silver-3,28.5778,-82.2157,Sum-Silver,Sumter,Silver,3,LW,Lake
Sum-Townsen-1,28.6495,-82.2694,Sum-Townsen,Sumter,Townsen,1,LW,Lake
Sum-Townsen-2,28.6519,-82.272,Sum-Townsen,Sumter,Townsen,2,LW,Lake
Sum-Townsen-3,28.6555,-82.2745,Sum-Townsen,Sumter,Townsen,3,LW,Lake
Suw-Lowe-1,30.2234,-82.8356,Suw-Lowe,Suwannee,Lowe,1,LW,Lake
Suw-Lowe-2,30.2211,-82.8356,Suw-Lowe,Suwannee,Lowe,2,LW,Lake
Suw-Lowe-3,30.2191,-82.8356,Suw-Lowe,Suwannee,Lowe,3,LW,Lake
Suw-Peacock-1,30.2424,-82.897,Suw-Peacock,Suwannee,Peacock,1,LW,Lake
Suw-Peacock-2,30.2385,-82.8993,Suw-Peacock,Suwannee,Peacock,2,LW,Lake
Suw-Peacock-3,30.2357,-82.8977,Suw-Peacock,Suwannee,Peacock,3,LW,Lake
Suw-White-1,30.2487,-82.9148,Suw-White,Suwannee,White,1,LW,Lake
Suw-White-2,30.2478,-82.9142,Suw-White,Suwannee,White,2,LW,Lake
Suw-White-3,30.2476,-82.9124,Suw-White,Suwannee,White,3,LW,Lake
Tay-Andrews-2,30.2733,-83.6484,Tay-Andrews,Taylor,Andrews,2,LW,Lake
Tay-JayceePo-1,30.1231,-83.5756,Tay-JayceePo,Taylor,Jaycee Pond,1,LW,Lake
Tay-JayceePo-2,30.123,-83.5754,Tay-JayceePo,Taylor,Jaycee Pond,2,LW,Lake
Tay-JayceePo-3,30.1229,-83.5752,Tay-JayceePo,Taylor,Jaycee Pond,3,LW,Lake
Uni-Butler-1,30.0374,-82.3369,Uni-Butler,Union,Butler,1,LW,Lake
Uni-Butler-2,30.0341,-82.3368,Uni-Butler,Union,Butler,2,LW,Lake
Uni-Butler-3,30.0311,-82.3367,Uni-Butler,Union,Butler,3,LW,Lake
Uni-Palestine-1,30.1249,-82.4122,Uni-Palestine,Union,Palestine,1,LW,Lake
Uni-Palestine-2,30.1182,-82.4082,Uni-Palestine,Union,Palestine,2,LW,Lake
Uni-Palestine-3,30.1118,-82.4047,Uni-Palestine,Union,Palestine,3,LW,Lake
Vol-Ashby-1,28.9311,-81.1023,Vol-Ashby,Volusia,Ashby,1,LW,Lake
Vol-Ashby-2,28.927,-81.1052,Vol-Ashby,Volusia,Ashby,2,LW,Lake
Vol-Ashby-3,28.9241,-81.1011,Vol-Ashby,Volusia,Ashby,3,LW,Lake
Vol-Basswood-1,28.8772,-81.2638,Vol-Basswood,Volusia,Basswood,1,LW,Lake
Vol-Basswood-2,28.8772,-81.2629,Vol-Basswood,Volusia,Basswood,2,LW,Lake
Vol-Basswood-3,28.8779,-81.262,Vol-Basswood,Volusia,Basswood,3,LW,Lake
Vol-Beresford-1,29.0029,-81.3536,Vol-Beresford,Volusia,Beresford,1,LW,Lake
Vol-Beresford-2,28.9915,-81.3462,Vol-Beresford,Volusia,Beresford,2,LW,Lake
Vol-Beresford-3,28.9828,-81.3425,Vol-Beresford,Volusia,Beresford,3,LW,Lake
Vol-Bethel-1,28.8495,-81.2147,Vol-Bethel,Volusia,Bethel,1,LW,Lake
Vol-Bethel-2,28.8489,-81.2121,Vol-Bethel,Volusia,Bethel,2,LW,Lake
Vol-Bethel-3,28.8484,-81.2102,Vol-Bethel,Volusia,Bethel,3,LW,Lake
Vol-Big-1,28.8686,-81.2175,Vol-Big,Volusia,Big,1,LW,Lake
Vol-Big-2,28.8697,-81.215,Vol-Big,Volusia,Big,2,LW,Lake
Vol-Big-3,28.8708,-81.2123,Vol-Big,Volusia,Big,3,LW,Lake
Vol-Blue-1,29.0333,-81.271,Vol-Blue,Volusia,Blue,1,LW,Lake
Vol-Blue-2,29.0316,-81.2683,Vol-Blue,Volusia,Blue,2,LW,Lake
Vol-Blue-3,29.0346,-81.2678,Vol-Blue,Volusia,Blue,3,LW,Lake
Vol-BlueSprg1-1,28.9475,-81.3396,Vol-BlueSprg1,Volusia,Blue Spring-1,1,LW,Spring Run
Vol-BlueSprg2-1,28.9453,-81.3393,Vol-BlueSprg2,Volusia,Blue Spring-2,1,LW,Spring Run
Vol-BlueSprg3-1,28.9435,-81.3411,Vol-BlueSprg3,Volusia,Blue Spring-3,1,LW,Spring Run
Vol-BlueSpLg-1,28.9396,-81.3416,Vol-BlueSpLg,Volusia,Blue Springs Lagoon,1,LW,Lake
Vol-BlueSpLg-2,28.9384,-81.3408,Vol-BlueSpLg,Volusia,Blue Springs Lagoon,2,LW,Lake
Vol-BlueSpLg-3,28.9365,-81.341,Vol-BlueSpLg,Volusia,Blue Springs Lagoon,3,LW,Lake
Vol-BrokenAr-1,28.8688,-81.2315,Vol-BrokenAr,Volusia,Broken Arrow,1,LW,Lake
Vol-BrokenAr-2,28.8696,-81.2311,Vol-BrokenAr,Volusia,Broken Arrow,2,LW,Lake
Vol-BrokenAr-3,28.8699,-81.2307,Vol-BrokenAr,Volusia,Broken Arrow,3,LW,Lake
Vol-Cain-1,29.2168,-81.4396,Vol-Cain,Volusia,Cain,1,LW,Lake
Vol-Cain-2,29.2163,-81.4364,Vol-Cain,Volusia,Cain,2,LW,Lake
Vol-Cain-3,29.2158,-81.4332,Vol-Cain,Volusia,Cain,3,LW,Lake
Vol-Charles-1,29.0349,-81.2557,Vol-Charles,Volusia,Charles,1,LW,Lake
Vol-Charles-2,29.0339,-81.2549,Vol-Charles,Volusia,Charles,2,LW,Lake
Vol-Charles-3,29.0327,-81.2543,Vol-Charles,Volusia,Charles,3,LW,Lake
Vol-Clough-1,28.9941,-81.2334,Vol-Clough,Volusia,Clough,1,LW,Lake
Vol-Clough-2,28.9936,-81.2334,Vol-Clough,Volusia,Clough,2,LW,Lake
Vol-Clough-3,28.993,-81.2333,Vol-Clough,Volusia,Clough,3,LW,Lake
Vol-Colby-1,28.9658,-81.2324,Vol-Colby,Volusia,Colby,1,LW,Lake
Vol-Colby-2,28.9644,-81.232,Vol-Colby,Volusia,Colby,2,LW,Lake
Vol-Colby-3,28.9633,-81.2314,Vol-Colby,Volusia,Colby,3,LW,Lake
Vol-Daytona-1,29.0496,-81.2551,Vol-Daytona,Volusia,Daytona,1,LW,Lake
Vol-Daytona-2,29.0504,-81.2546,Vol-Daytona,Volusia,Daytona,2,LW,Lake
Vol-Daytona-3,29.0512,-81.2542,Vol-Daytona,Volusia,Daytona,3,LW,Lake
Vol-Dexter-1,29.105,-81.4884,Vol-Dexter,Volusia,Dexter,1,LW,Lake
Vol-Dexter-2,29.1072,-81.4789,Vol-Dexter,Volusia,Dexter,2,LW,Lake
Vol-Dexter-3,29.1086,-81.4661,Vol-Dexter,Volusia,Dexter,3,LW,Lake
Vol-DuPontSo-1,28.9298,-81.2071,Vol-DuPontSo,Volusia,DuPont South,1,LW,Lake
Vol-DuPontSo-2,28.9261,-81.2072,Vol-DuPontSo,Volusia,DuPont South,2,LW,Lake
Vol-DuPontSo-3,28.9224,-81.2076,Vol-DuPontSo,Volusia,DuPont South,3,LW,Lake
Vol-Emporia-1,29.1975,-81.4698,Vol-Emporia,Volusia,Emporia,1,LW,Lake
Vol-Emporia-2,29.196,-81.4711,Vol-Emporia,Volusia,Emporia,2,LW,Lake
Vol-Emporia-3,29.1944,-81.4717,Vol-Emporia,Volusia,Emporia,3,LW,Lake
Vol-GeSprings-1,28.8631,-81.3116,Vol-GeSprings,Volusia,Gemini Springs,1,LW,Spring Run
Vol-GeSprings-2,28.8629,-81.3111,Vol-GeSprings,Volusia,Gemini Springs,2,LW,Spring Run
Vol-GeSprings-3,28.8624,-81.3096,Vol-GeSprings,Volusia,Gemini Springs,3,LW,Spring Run
Vol-Gleason-1,28.8964,-81.266,Vol-Gleason,Volusia,Gleason,1,LW,Lake
Vol-Gleason-2,28.8924,-81.2653,Vol-Gleason,Volusia,Gleason,2,LW,Lake
